date,zip,territory,people_served_num,smoke_alarms_installed_num,fire_escape_plans_num,additional_hazards_num,year,month,dow,is_weekend
2017-02-07,92336,Inland Empire,2,2,2.0,0,2017,2,1,0
2016-11-03,92056,San Diego,6,2,0.0,0,2016,11,3,0
2017-06-08,90161,LA Metro,0,2,0.0,1,2017,6,3,0
2025-07-28,92630,Orange County,4,2,0.0,0,2025,7,0,0
2020-04-21,92525,Inland Empire,2,3,0.0,0,2020,4,1,0
2018-12-07,92485,Inland Empire,8,6,0.0,0,2018,12,4,0
2021-02-23,92010,San Diego,0,1,0.0,0,2021,2,1,0
2018-02-21,90059,LA Metro,6,6,1.0,0,2018,2,2,0
2015-10-16,92531,Inland Empire,8,3,1.0,0,2015,10,4,0
2024-12-10,90198,LA Metro,3,1,1.0,0,2024,12,1,0
2019-05-21,92352,Inland Empire,4,2,0.0,1,2019,5,1,0
2017-04-28,90068,LA Metro,0,0,2.0,0,2017,4,4,0
2022-03-02,90119,LA Metro,4,2,2.0,0,2022,3,2,0
2023-06-09,90126,LA Metro,6,8,1.0,1,2023,6,4,0
2015-09-24,92538,Inland Empire,17,14,0.0,0,2015,9,3,0
2017-06-28,93173,Central Coast,0,0,1.0,0,2017,6,2,0
2022-11-02,92774,Orange County,9,7,0.0,3,2022,11,2,0
2025-02-23,92618,Orange County,6,6,0.0,0,2025,2,6,1
2022-10-31,92445,Inland Empire,3,5,1.0,0,2022,10,0,0
2015-11-23,90119,LA Metro,4,3,0.0,0,2015,11,0,0
2023-02-21,92149,San Diego,3,4,0.0,0,2023,2,1,0
2025-05-16,92474,Inland Empire,0,0,1.0,0,2025,5,4,0
2024-04-26,92305,Inland Empire,2,3,0.0,0,2024,4,4,0
2017-06-18,92302,Inland Empire,6,5,2.0,0,2017,6,6,1
2015-04-15,92598,Inland Empire,0,0,1.0,1,2015,4,2,0
2017-04-23,92095,San Diego,5,2,1.0,0,2017,4,6,1
2024-04-03,92750,Orange County,3,1,0.0,1,2024,4,2,0
2015-05-17,91930,San Diego,4,4,0.0,0,2015,5,6,1
2023-09-07,90067,LA Metro,0,3,2.0,0,2023,9,3,0
2022-07-06,92566,Inland Empire,1,0,0.0,0,2022,7,2,0
2023-02-17,92069,San Diego,5,4,0.0,0,2023,2,4,0
2022-09-03,90048,LA Metro,9,6,,0,2022,9,5,1
2024-05-01,90001,LA Metro,4,2,0.0,0,2024,5,2,0
2025-05-26,91936,San Diego,0,3,1.0,0,2025,5,0,0
2019-08-30,93422,Central Coast,10,5,0.0,0,2019,8,4,0
2017-02-11,92783,Orange County,0,0,1.0,0,2017,2,5,1
2023-03-08,90071,LA Metro,0,2,0.0,1,2023,3,2,0
2017-04-24,93141,Central Coast,8,7,0.0,1,2017,4,0,0
2025-02-06,92593,Inland Empire,0,1,1.0,0,2025,2,3,0
2022-01-29,92715,Orange County,0,2,0.0,0,2022,1,5,1
2024-02-23,90185,LA Metro,1,1,1.0,0,2024,2,4,0
2020-04-23,91956,San Diego,1,1,1.0,0,2020,4,3,0
2022-02-18,92175,San Diego,4,2,1.0,0,2022,2,4,0
2016-09-09,93108,Central Coast,0,0,1.0,0,2016,9,4,0
2015-02-06,90123,LA Metro,5,3,1.0,1,2015,2,4,0
2023-01-16,93185,Central Coast,0,0,,1,2023,1,0,0
2018-03-03,90046,LA Metro,1,3,1.0,2,2018,3,5,1
2022-12-11,90191,LA Metro,4,10,0.0,1,2022,12,6,1
2017-07-18,90106,LA Metro,7,9,1.0,0,2017,7,1,0
2021-06-09,93134,Central Coast,0,0,2.0,0,2021,6,2,0
2015-10-23,90078,LA Metro,0,0,1.0,0,2015,10,4,0
2024-08-25,92761,Orange County,2,3,1.0,0,2024,8,6,1
2021-09-29,90101,LA Metro,6,6,0.0,0,2021,9,2,0
2021-12-22,92617,Orange County,3,1,0.0,0,2021,12,2,0
2017-07-31,90040,LA Metro,4,5,1.0,1,2017,7,0,0
2018-06-14,90197,LA Metro,10,17,0.0,0,2018,6,3,0
2025-06-08,93115,Central Coast,3,2,0.0,0,2025,6,6,1
2021-05-05,93497,Central Coast,4,3,0.0,0,2021,5,2,0
2016-04-03,90029,LA Metro,8,8,1.0,2,2016,4,6,1
2022-12-02,90029,LA Metro,8,7,0.0,0,2022,12,4,0
2016-04-20,92716,Orange County,2,5,1.0,0,2016,4,2,0
2024-10-20,92545,Inland Empire,5,4,0.0,0,2024,10,6,1
2020-04-29,90137,LA Metro,5,10,0.0,0,2020,4,2,0
2024-06-09,93118,Central Coast,1,2,0.0,0,2024,6,6,1
2015-07-17,93434,Central Coast,0,1,1.0,1,2015,7,4,0
2023-10-30,90145,LA Metro,17,16,0.0,0,2023,10,0,0
2016-10-10,92496,Inland Empire,2,2,0.0,0,2016,10,0,0
2017-07-12,90170,LA Metro,1,2,0.0,0,2017,7,2,0
2016-05-31,90031,LAMetro,16,19,0.0,1,2016,5,1,0
2015-01-22,90078,LA Metro,0,2,0.0,0,2015,1,3,0
2023-07-27,90122,LA Metro,0,1,1.0,0,2023,7,3,0
2022-05-08,90191,LA Metro,14,14,2.0,1,2022,5,6,1
2023-04-24,93176,Central Coast-X,0,4,0.0,0,2023,4,0,0
2021-10-12,92381,Inland Empire,2,2,0.0,1,2021,10,1,0
2023-11-17,90075,LA Metro,5,1,2.0,1,2023,11,4,0
2019-09-15,90103,LA Metro,4,5,1.0,0,2019,9,6,1
2022-12-08,92785,Orange County,15,12,2.0,0,2022,12,3,0
2016-07-11,90142,LA Metro-X,15,7,0.0,0,2016,7,0,0
2016-11-28,90070,LA Metro,5,6,0.0,2,2016,11,0,0
2019-09-16,91928,San Diego,4,2,1.0,0,2019,9,0,0
2021-11-24,92349,Inland Empire,9,7,0.0,0,2021,11,2,0
2025-02-07,90184,LA Metro,4,6,0.0,1,2025,2,4,0
2016-07-18,92645,Orange County,5,6,1.0,0,2016,7,0,0
2022-08-08,92419,Inland Empire,2,1,1.0,1,2022,8,0,0
2018-03-02,90004,LA Metro,2,2,0.0,1,2018,3,4,0
2024-08-11,92149,San Diego,2,1,1.0,1,2024,8,6,1
2023-04-23,90075,LA Metro,0,0,1.0,0,2023,4,6,1
2019-09-15,92689,Orange County,1,8,1.0,0,2019,9,6,1
2017-05-13,90193,LA Metro,2,1,0.0,1,2017,5,5,1
2024-11-15,91921,San Diego,4,4,0.0,0,2024,11,4,0
2016-11-14,93181,Central Coast,6,1,0.0,0,2016,11,0,0
2024-09-06,92521,Inland Empire,0,1,1.0,2,2024,9,4,0
2017-07-03,92302,Inland Empire,5,2,0.0,0,2017,7,0,0
2017-02-12,92305,Inland Empire,0,0,1.0,1,2017,2,6,1
2018-03-25,90044,LA Metro,21,15,1.0,1,2018,3,6,1
2015-10-22,90063,LA Metro,8,4,0.0,1,2015,10,3,0
2024-01-13,92701,Orange County,2,3,1.0,0,2024,1,5,1
2021-04-10,90004,LA Metro-X,0,0,1.0,0,2021,4,5,1
2021-03-24,92022,San Diego,18,13,0.0,0,2021,3,2,0
2018-01-23,90014,LA Metro,7,6,0.0,0,2018,1,1,0
2022-09-30,92652,Orange County,6,8,0.0,0,2022,9,4,0
2021-10-15,90138,LA Metro,8,4,0.0,0,2021,10,4,0
2018-03-07,92591,Inland Empire,11,10,3.0,0,2018,3,2,0
2018-11-16,90027,LA Metro,9,12,0.0,0,2018,11,4,0
2024-06-28,92307,Inland Empire,6,7,2.0,1,2024,6,4,0
2017-09-14,90186,LA Metro,0,3,0.0,0,2017,9,3,0
2015-01-02,90145,LA Metro,10,4,0.0,0,2015,1,4,0
2019-06-28,92600,Orange County,3,3,0.0,2,2019,6,4,0
2017-07-02,90172,LA Metro,4,2,2.0,0,2017,7,6,1
2018-09-24,92680,Orange County,3,3,2.0,0,2018,9,0,0
2024-11-24,92465,Inland Empire,4,2,1.0,0,2024,11,6,1
2019-10-05,93132,Central Coast,0,0,1.0,2,2019,10,5,1
2024-10-24,92148,San Diego,6,4,0.0,1,2024,10,3,0
2023-07-23,92747,Orange County,2,2,0.0,0,2023,7,6,1
2024-01-18,92401,Inland Empire,11,7,2.0,0,2024,1,3,0
2022-02-19,93439,Central Coast,1,1,1.0,1,2022,2,5,1
2019-05-29,90080,LA Metro,5,8,0.0,1,2019,5,2,0
2023-04-02,92410,Inland Empire,8,4,0.0,0,2023,4,6,1
2018-07-29,92630,Orange County,9,5,1.0,1,2018,7,6,1
2015-08-05,92486,Inland Empire,7,6,0.0,0,2015,8,2,0
2015-03-10,92553,Inland Empire,6,5,1.0,0,2015,3,1,0
2022-03-31,90192,LA Metro,12,9,0.0,0,2022,3,3,0
2015-05-24,90011,LA Metro,12,6,0.0,0,2015,5,6,1
2021-11-14,92644,Orange County,1,1,1.0,0,2021,11,6,1
2023-01-25,90188,LA Metro,1,7,1.0,1,2023,1,2,0
2023-12-04,91941,San Diego,4,4,1.0,0,2023,12,0,0
2025-06-25,92412,Inland Empire,2,1,0.0,0,2025,6,2,0
2022-05-15,90185,LA Metro,15,11,0.0,0,2022,5,6,1
2019-11-03,91928,San Diego,13,7,1.0,1,2019,11,6,1
2022-08-16,92511,Inland Empire,0,0,1.0,1,2022,8,1,0
2019-10-01,92581,Inland Empire,0,1,1.0,3,2019,10,1,0
2015-07-17,92096,San Diego,0,2,1.0,0,2015,7,4,0
2015-07-07,92000,San Diego,1,1,2.0,1,2015,7,1,0
2016-04-28,90063,LA Metro,9,5,0.0,1,2016,4,3,0
2022-03-19,90104,LA Metro,4,1,1.0,0,2022,3,5,1
2015-02-19,90069,LA Metro,1,0,0.0,0,2015,2,3,0
2022-06-02,92175,San Diego,2,1,0.0,0,2022,6,3,0
2018-06-10,92070,San Diego,4,4,0.0,1,2018,6,6,1
2025-04-18,92634,Orange County,2,2,0.0,0,2025,4,4,0
2021-10-18,92794,Orange County,0,3,1.0,0,2021,10,0,0
2022-11-15,93443,Central Coast,0,1,0.0,1,2022,11,1,0
2024-01-14,90031,LA Metro,9,6,1.0,0,2024,1,6,1
2025-06-16,92611,Orange County,0,0,0.0,1,2025,6,0,0
2025-01-17,92055,San Diego,5,3,1.0,0,2025,1,4,0
2023-03-14,90053,LA Metro,4,3,0.0,1,2023,3,1,0
2017-02-04,93182,Central Coast,1,2,0.0,1,2017,2,5,1
2021-03-26,92523,Inland Empire,8,8,2.0,0,2021,3,4,0
2018-03-13,92509,Inland Empire,4,5,0.0,0,2018,3,1,0
2018-11-26,90127,LA Metro,13,12,0.0,1,2018,11,0,0
2022-04-08,90066,LA Metro,11,9,0.0,0,2022,4,4,0
2022-08-18,92687,Orange County-X,0,0,2.0,0,2022,8,3,0
2023-07-20,90141,LA Metro,6,6,0.0,1,2023,7,3,0
2017-07-09,92634,Orange County,6,6,0.0,0,2017,7,6,1
2022-02-27,93477,Central Coast,0,0,0.0,0,2022,2,6,1
2021-05-03,92045,San Diego,3,2,0.0,0,2021,5,0,0
2023-02-01,90132,LA Metro,20,11,0.0,1,2023,2,2,0
2023-03-03,92668,Orange County,2,1,0.0,0,2023,3,4,0
2022-05-29,92510,Inland Empire,31,13,0.0,1,2022,5,6,1
2025-03-30,91984,San Diego,5,4,1.0,3,2025,3,6,1
2024-10-04,92774,Orange County,11,10,0.0,0,2024,10,4,0
2015-08-13,92591,Inland Empire,3,1,0.0,1,2015,8,3,0
2018-04-06,90183,LA Metro,0,1,0.0,2,2018,4,4,0
2016-08-10,91905,San Diego,0,0,1.0,0,2016,8,2,0
2023-12-09,93118,Central Coast,3,2,0.0,1,2023,12,5,1
2025-05-03,90033,LA Metro,11,10,0.0,1,2025,5,5,1
2022-03-13,91956,San Diego,5,6,1.0,0,2022,3,6,1
2016-08-27,92529,Inland Empire,5,2,1.0,0,2016,8,5,1
2018-09-18,92760,Orange County,0,0,1.0,1,2018,9,1,0
2022-05-11,93185,Central Coast,0,0,1.0,2,2022,5,2,0
2015-04-21,90117,LA Metro,18,11,2.0,0,2015,4,1,0
2025-06-09,92335,Inland Empire,1,2,1.0,0,2025,6,0,0
2019-11-03,92647,OrangeCounty,1,4,1.0,2,2019,11,6,1
2022-09-02,90169,LA Metro,2,2,2.0,0,2022,9,4,0
2017-04-22,92655,Orange County,1,1,1.0,1,2017,4,5,1
2018-01-26,90021,LA Metro,1,3,0.0,0,2018,1,4,0
2024-10-21,92559,Inland Empire,1,1,0.0,0,2024,10,0,0
2019-08-20,90154,LA Metro-X,10,9,0.0,0,2019,8,1,0
2015-01-03,91935,San Diego,0,0,1.0,0,2015,1,5,1
2017-08-18,90158,LA Metro,1,3,0.0,1,2017,8,4,0
2019-11-03,92104,San Diego,6,3,0.0,0,2019,11,6,1
2016-04-03,92424,Inland Empire,1,3,0.0,1,2016,4,6,1
2016-03-18,92190,San Diego,5,2,0.0,0,2016,3,4,0
2019-08-19,92500,Inland Empire,1,4,1.0,0,2019,8,0,0
2021-01-07,92534,Inland Empire,11,11,2.0,0,2021,1,3,0
2023-06-17,90064,LA Metro,6,4,1.0,0,2023,6,5,1
2020-04-02,93182,Central Coast,1,1,0.0,2,2020,4,3,0
2019-02-25,92696,Orange County,2,0,0.0,1,2019,2,0,0
2023-12-09,93420,Central Coast,4,3,0.0,0,2023,12,5,1
2020-02-27,92634,Orange County,1,1,2.0,0,2020,2,3,0
2024-12-30,90055,LA Metro,4,5,0.0,0,2024,12,0,0
2015-09-06,92717,Orange County,14,10,3.0,0,2015,9,6,1
2016-11-24,92661,Orange County,1,2,1.0,0,2016,11,3,0
2019-05-29,90070,LA Metro,3,4,0.0,1,2019,5,2,0
2021-08-05,92754,Orange County,0,0,2.0,1,2021,8,3,0
2015-12-11,90133,LA Metro,1,7,1.0,0,2015,12,4,0
2015-09-30,92379,Inland Empire,4,3,1.0,0,2015,9,2,0
2022-04-15,92572,Inland Empire,6,4,1.0,0,2022,4,4,0
2017-11-13,92644,Orange County,3,2,0.0,1,2017,11,0,0
2023-09-22,90176,LA Metro,1,2,1.0,2,2023,9,4,0
2016-10-23,93459,Central Coast,6,3,2.0,0,2016,10,6,1
2018-06-10,92304,Inland Empire,4,2,1.0,0,2018,6,6,1
2025-04-21,92493,Inland Empire,0,0,0.0,2,2025,4,0,0
2021-10-29,92652,Orange County,7,5,0.0,0,2021,10,4,0
2019-03-07,92405,Inland Empire,1,2,0.0,2,2019,3,3,0
2021-02-28,92737,Orange County,3,2,1.0,0,2021,2,6,1
2025-04-06,93163,Central Coast,1,1,0.0,0,2025,4,6,1
2020-03-31,92478,Inland Empire,17,6,1.0,1,2020,3,1,0
2023-10-12,92707,Orange County,6,4,1.0,0,2023,10,3,0
2021-11-23,91943,San Diego,6,2,0.0,0,2021,11,1,0
2025-03-13,92510,Inland Empire,0,1,0.0,0,2025,3,3,0
2025-03-24,92155,San Diego,3,1,0.0,0,2025,3,0,0
2015-09-13,92741,Orange County,3,3,0.0,0,2015,9,6,1
2020-01-16,92082,San Diego,2,3,0.0,0,2020,1,3,0
2024-02-12,90104,LA Metro,7,4,1.0,0,2024,2,0,0
2024-02-02,92737,Orange County,6,2,0.0,1,2024,2,4,0
2021-08-08,90007,LA Metro,3,2,0.0,0,2021,8,6,1
2021-11-10,92049,San Diego,1,1,0.0,0,2021,11,2,0
2015-01-07,90184,LA Metro,5,5,1.0,0,2015,1,2,0
2018-01-21,90033,LA Metro,4,4,0.0,1,2018,1,6,1
2024-12-24,92376,Inland Empire,4,2,0.0,0,2024,12,1,0
2024-03-14,92067,San Diego,0,0,1.0,0,2024,3,3,0
2024-09-12,92478,Inland Empire,1,1,0.0,0,2024,9,3,0
2020-01-30,92108,San Diego,0,0,3.0,0,2020,1,3,0
2023-09-22,92533,Inland Empire,10,7,1.0,1,2023,9,4,0
2018-09-09,92614,Orange County,2,1,0.0,0,2018,9,6,1
2015-05-03,92423,Inland Empire,9,2,1.0,2,2015,5,6,1
2016-10-14,92782,Orange County,6,8,0.0,1,2016,10,4,0
2016-04-13,93489,Central Coast,3,2,0.0,1,2016,4,2,0
2023-08-23,92102,San Diego,5,1,1.0,0,2023,8,2,0
2019-03-06,92151,San Diego,2,1,0.0,1,2019,3,2,0
2024-03-01,90118,LA Metro,0,0,0.0,1,2024,3,4,0
2016-03-12,92140,San Diego,5,9,0.0,1,2016,3,5,1
2024-09-01,90028,LA Metro,3,2,0.0,0,2024,9,6,1
2024-08-17,90092,LA Metro,8,5,2.0,0,2024,8,5,1
2025-03-10,90055,LA Metro,5,6,1.0,0,2025,3,0,0
2024-12-06,93148,Central Coast,3,3,0.0,0,2024,12,4,0
2018-01-15,92324,Inland Empire,2,2,0.0,0,2018,1,0,0
2015-06-01,93159,Central Coast,1,1,1.0,0,2015,6,0,0
2015-12-08,92402,Inland Empire,1,1,3.0,0,2015,12,1,0
2017-03-26,92015,San Diego,0,0,1.0,0,2017,3,6,1
2024-02-08,93450,Central Coast,3,2,0.0,0,2024,2,3,0
2018-03-29,92743,Orange County,2,2,,0,2018,3,3,0
2025-07-26,92142,San Diego,1,2,,0,2025,7,5,1
2024-12-29,90103,LA Metro,3,40,,0,2024,12,6,1
2025-06-03,93438,Central Coast,0,0,1.0,1,2025,6,1,0
2024-07-10,93107,Central Coast,2,2,,0,2024,7,2,0
2022-09-09,92732,Orange County,0,2,0.0,0,2022,9,4,0
2021-01-31,92594,Inland Empire,0,0,1.0,0,2021,1,6,1
2019-07-18,92693,Orange County,0,0,1.0,0,2019,7,3,0
2023-06-11,91939,San Diego,10,7,1.0,4,2023,6,6,1
2018-09-23,92757,Orange County,3,1,0.0,0,2018,9,6,1
2020-05-17,92369,Inland Empire,7,3,2.0,1,2020,5,6,1
2024-12-14,92763,Orange County,1,1,0.0,2,2024,12,5,1
2024-05-03,92352,Inland Empire,1,1,2.0,0,2024,5,4,0
2023-05-28,92554,Inland Empire,0,1,1.0,1,2023,5,6,1
2022-10-23,92482,Inland Empire,10,4,0.0,1,2022,10,6,1
2019-05-06,92533,Inland Empire,2,4,1.0,0,2019,5,0,0
2017-01-13,90033,LA Metro,9,6,0.0,2,2017,1,4,0
2016-01-29,93414,Central Coast,8,6,1.0,1,2016,1,4,0
2018-02-10,92743,Orange County,1,2,0.0,1,2018,2,5,1
2024-08-23,91925,San Diego,1,1,0.0,0,2024,8,4,0
2019-12-29,90034,LA Metro,1,0,2.0,1,2019,12,6,1
2021-05-26,90055,LA Metro,12,10,0.0,0,2021,5,2,0
2024-04-22,90075,LA Metro,12,12,1.0,2,2024,4,0,0
2019-01-14,93112,Central Coast,3,2,,2,2019,1,0,0
2024-04-20,91989,San Diego,1,3,0.0,1,2024,4,5,1
2016-03-08,93450,Central Coast,6,4,1.0,1,2016,3,1,0
2023-11-06,91904,SanDiego,3,4,1.0,0,2023,11,0,0
2019-09-19,92522,Inland Empire,2,0,0.0,1,2019,9,3,0
2016-06-15,93434,Central Coast,5,5,0.0,0,2016,6,2,0
2022-04-04,90068,LA Metro,3,1,1.0,0,2022,4,0,0
2023-01-27,90129,LA Metro,10,10,0.0,0,2023,1,4,0
2018-06-21,92700,Orange County,0,1,1.0,1,2018,6,3,0
2018-10-08,93465,Central Coast,3,2,0.0,0,2018,10,0,0
2022-06-15,92469,Inland Empire,7,6,0.0,0,2022,6,2,0
2024-05-07,90102,LA Metro,3,2,1.0,0,2024,5,1,0
2017-10-29,92435,Inland Empire,5,4,2.0,0,2017,10,6,1
2017-02-28,93484,Central Coast,6,4,1.0,0,2017,2,1,0
2023-05-18,92128,San Diego,5,3,0.0,0,2023,5,3,0
2019-05-13,90059,LA Metro,7,9,0.0,1,2019,5,0,0
2022-05-16,90059,LA Metro,6,5,0.0,0,2022,5,0,0
2019-03-09,90139,LA Metro,1,1,0.0,1,2019,3,5,1
2022-09-10,93464,Central Coast,7,4,0.0,0,2022,9,5,1
2023-08-26,93155,Central Coast,0,0,1.0,1,2023,8,5,1
2015-01-20,92685,Orange County,1,2,0.0,1,2015,1,1,0
2018-01-19,92790,Orange County,2,1,1.0,2,2018,1,4,0
2017-11-17,90105,LA Metro,0,0,1.0,0,2017,11,4,0
2018-11-04,92587,Inland Empire,1,1,1.0,0,2018,11,6,1
2019-01-13,92728,Orange County,0,0,0.0,0,2019,1,6,1
2022-11-17,92079,San Diego,3,2,1.0,0,2022,11,3,0
2025-05-02,90197,LA Metro,3,7,0.0,0,2025,5,4,0
2018-04-25,92654,Orange County,7,7,1.0,1,2018,4,2,0
2022-05-29,90189,LA Metro,9,7,0.0,0,2022,5,6,1
2023-04-27,92680,Orange County,9,10,0.0,0,2023,4,3,0
2015-11-04,92006,San Diego,2,1,0.0,0,2015,11,2,0
2024-09-09,92673,Orange County,5,4,1.0,0,2024,9,0,0
2020-04-22,92388,Inland Empire,0,1,1.0,0,2020,4,2,0
2017-06-20,92329,Inland Empire,18,10,1.0,1,2017,6,1,0
2025-02-20,92632,Orange County-X,3,1,1.0,0,2025,2,3,0
2018-06-08,90125,LAMetro,11,13,1.0,0,2018,6,4,0
2015-01-01,92000,San Diego,3,3,3.0,0,2015,1,3,0
2022-05-01,93122,Central Coast,15,6,0.0,2,2022,5,6,1
2016-03-28,90170,LA Metro,11,6,1.0,1,2016,3,0,0
2023-04-26,93181,Central Coast,3,2,1.0,0,2023,4,2,0
2024-10-26,92758,Orange County,1,1,0.0,0,2024,10,5,1
2020-01-31,92627,Orange County,4,3,0.0,0,2020,1,4,0
2018-12-18,93450,Central Coast,1,2,0.0,1,2018,12,1,0
2025-05-27,93133,Central Coast,0,2,1.0,0,2025,5,1,0
2018-04-26,92659,Orange County,0,0,1.0,1,2018,4,3,0
2016-05-21,90164,LA Metro,7,2,0.0,0,2016,5,5,1
2023-10-01,91954,San Diego,4,2,0.0,0,2023,10,6,1
2022-03-15,90094,LA Metro,1,2,0.0,0,2022,3,1,0
2022-05-26,90195,LA Metro,0,0,1.0,0,2022,5,3,0
2016-02-11,90195,LA Metro,2,3,1.0,1,2016,2,3,0
2021-07-09,92751,Orange County,2,4,,0,2021,7,4,0
2025-05-12,92732,Orange County,9,11,2.0,2,2025,5,0,0
2022-03-09,90162,LA Metro,8,7,2.0,0,2022,3,2,0
2023-03-04,92062,San Diego,2,0,2.0,0,2023,3,5,1
2016-02-18,92169,San Diego,1,1,,1,2016,2,3,0
2022-01-19,92358,Inland Empire,1,0,1.0,0,2022,1,2,0
2024-01-16,90113,LA Metro,2,3,1.0,2,2024,1,1,0
2022-11-04,90017,LA Metro,7,9,0.0,0,2022,11,4,0
2016-07-31,90032,LA Metro,6,6,0.0,2,2016,7,6,1
2016-01-15,92017,San Diego,1,4,0.0,0,2016,1,4,0
2018-01-06,93474,Central Coast,2,0,,0,2018,1,5,1
2016-12-13,92101,San Diego,2,2,0.0,0,2016,12,1,0
2019-03-25,90090,LA Metro,4,4,0.0,1,2019,3,0,0
2015-06-29,90171,LA Metro,6,6,0.0,0,2015,6,0,0
2016-02-14,92646,Orange County,1,2,0.0,1,2016,2,6,1
2025-04-06,92456,Inland Empire,6,6,2.0,0,2025,4,6,1
2023-01-16,90040,LA Metro,3,5,0.0,0,2023,1,0,0
2016-05-29,93453,Central Coast,2,3,0.0,0,2016,5,6,1
2021-12-04,90102,LA Metro,2,2,1.0,0,2021,12,5,1
2021-02-01,92685,Orange County,4,4,1.0,1,2021,2,0,0
2016-11-27,90085,LA Metro,10,11,2.0,3,2016,11,6,1
2023-08-02,92748,Orange County,0,3,1.0,4,2023,8,2,0
2018-09-27,93480,Central Coast,7,6,2.0,0,2018,9,3,0
2025-05-15,93156,Central Coast,5,4,0.0,0,2025,5,3,0
2015-12-25,92783,Orange County,0,0,2.0,0,2015,12,4,0
2019-03-05,93478,Central Coast,0,1,3.0,0,2019,3,1,0
2018-05-13,91974,San Diego,3,3,1.0,0,2018,5,6,1
2023-06-12,90007,LA Metro,1,1,0.0,0,2023,6,0,0
2017-11-01,92152,San Diego,0,3,0.0,0,2017,11,2,0
2020-11-18,90101,LA Metro,6,4,2.0,1,2020,11,2,0
2018-06-03,90008,LA Metro,3,5,0.0,0,2018,6,6,1
2020-04-26,90157,LA Metro,7,8,0.0,2,2020,4,6,1
2017-07-09,93161,Central Coast,6,5,0.0,0,2017,7,6,1
2023-04-14,92424,Inland Empire,1,0,0.0,1,2023,4,4,0
2025-09-03,90116,LA Metro,0,0,0.0,1,2025,9,2,0
2023-10-28,92652,Orange County,7,10,0.0,1,2023,10,5,1
2023-01-03,91968,San Diego,3,2,1.0,2,2023,1,1,0
2018-02-12,93101,Central Coast,4,2,0.0,0,2018,2,0,0
2021-06-13,92705,Orange County,0,0,2.0,0,2021,6,6,1
2023-06-29,92609,Orange County,0,0,1.0,0,2023,6,3,0
2017-04-19,90061,LA Metro,5,2,0.0,1,2017,4,2,0
2023-04-18,92423,Inland Empire,0,1,1.0,0,2023,4,1,0
2016-11-06,92602,Orange County,4,8,1.0,0,2016,11,6,1
2023-04-12,92779,Orange County,2,4,0.0,0,2023,4,2,0
2021-05-10,92401,Inland Empire,16,15,1.0,0,2021,5,0,0
2022-05-14,92007,San Diego,7,6,0.0,2,2022,5,5,1
2018-03-27,92405,Inland Empire,2,3,1.0,2,2018,3,1,0
2019-02-10,92492,Inland Empire,16,10,0.0,1,2019,2,6,1
2024-03-08,92795,Orange County,8,4,0.0,0,2024,3,4,0
2019-04-02,92361,Inland Empire,14,15,1.0,1,2019,4,1,0
2024-07-24,92532,Inland Empire,2,2,0.0,0,2024,7,2,0
2016-04-15,90195,LA Metro,6,5,2.0,0,2016,4,4,0
2023-10-14,92005,San Diego,3,5,1.0,1,2023,10,5,1
2015-05-08,92029,San Diego,18,10,0.0,0,2015,5,4,0
2022-11-02,90172,LA Metro,1,7,1.0,0,2022,11,2,0
2025-04-24,92768,Orange County,10,7,0.0,1,2025,4,3,0
2022-10-27,92712,Orange County,1,3,1.0,0,2022,10,3,0
2021-03-14,90017,LA Metro,14,12,0.0,0,2021,3,6,1
2016-06-22,92049,San Diego,6,6,1.0,0,2016,6,2,0
2024-10-27,92397,Inland Empire,8,10,1.0,0,2024,10,6,1
2016-06-19,92179,San Diego,7,8,0.0,0,2016,6,6,1
2023-12-05,92081,San Diego,3,1,0.0,0,2023,12,1,0
2015-04-11,90031,LA Metro,3,3,0.0,0,2015,4,5,1
2019-03-10,93137,CentralCoast,2,2,1.0,0,2019,3,6,1
2022-07-26,93139,Central Coast,2,2,0.0,1,2022,7,1,0
2022-09-26,90018,LA Metro,1,1,1.0,1,2022,9,0,0
2023-01-28,92681,Orange County,1,2,2.0,0,2023,1,5,1
2022-01-13,92607,Orange County,7,4,0.0,0,2022,1,3,0
2021-05-05,93428,Central Coast,0,0,1.0,3,2021,5,2,0
2025-01-06,90012,LA Metro,4,4,0.0,0,2025,1,0,0
2015-05-10,92608,Orange County,13,8,2.0,0,2015,5,6,1
2023-06-19,93123,Central Coast,4,3,0.0,0,2023,6,0,0
2018-11-08,92445,Inland Empire,4,4,1.0,0,2018,11,3,0
2019-10-31,92435,Inland Empire,3,3,0.0,0,2019,10,3,0
2017-04-03,92310,Inland Empire,4,4,0.0,0,2017,4,0,0
2017-10-09,90196,LA Metro,25,28,2.0,2,2017,10,0,0
2023-05-28,92396,Inland Empire,5,3,5.0,2,2023,5,6,1
2022-05-21,92711,Orange County,1,2,0.0,0,2022,5,5,1
2025-03-29,92684,Orange County,0,0,1.0,2,2025,3,5,1
2020-04-28,92456,Inland Empire,1,1,3.0,0,2020,4,1,0
2018-04-08,92614,Orange County,2,3,0.0,0,2018,4,6,1
2017-11-27,92398,Inland Empire,6,5,,0,2017,11,0,0
2016-03-27,92614,Orange County,1,1,0.0,0,2016,3,6,1
2017-10-03,90026,LA Metro,9,8,0.0,0,2017,10,1,0
2025-01-11,91979,San Diego,0,1,0.0,1,2025,1,5,1
2021-11-02,93454,Central Coast,3,1,1.0,0,2021,11,1,0
